"series_id","method_id","forecast","horizon","timestamp","origin_timestamp"
"O2","AutoBox1",6777.25,3,74,96
"O2","AutoBox1",6747.94,4,75,96
"O2","AutoBox1",6730.79,5,76,96
"O2","AutoBox1",6720.76,6,77,96
"O2","AutoBox1",6714.88,7,78,96
"O2","AutoBox1",6711.44,8,79,96
"O2","AutoBox2",6567.46,1,71,96
"O2","AutoBox2",6347.31,2,72,96
"O2","AutoBox2",6234.43,3,73,96
"O2","AutoBox2",6142.44,4,74,96
"O2","AutoBox2",6067.47,5,75,96
"O2","AutoBox2",6006.37,6,76,96
"O2","AutoBox2",5956.58,7,77,96
"O2","AutoBox2",5916,8,78,96
"O2","AutoBox3",6882.36,1,71,96
"O2","AutoBox3",6895.08,2,72,96
"O2","AutoBox3",6895.08,3,73,96
"O2","AutoBox3",6895.08,4,74,96
"O2","AutoBox3",6895.08,5,75,96
"O2","AutoBox3",6895.08,6,76,96
"O2","AutoBox3",6895.08,7,77,96
"O2","AutoBox3",6895.08,8,78,96
"O2","ROBUST-Trend",7020.46,1,66,96
"O2","ROBUST-Trend",6981.82,2,67,96
"O2","ROBUST-Trend",6943.18,3,68,96
"O2","ROBUST-Trend",6904.54,4,69,96
"O2","ROBUST-Trend",6865.91,5,70,96
"O2","ROBUST-Trend",6827.27,6,71,96
"O2","ROBUST-Trend",6788.63,7,72,96
"O2","ROBUST-Trend",6749.99,8,73,96
"O2","ARARMA",6905.34,1,72,96
"O2","ARARMA",6905.4,2,73,96
"O2","ARARMA",6888.74,3,74,96
"O2","ARARMA",6825.59,4,75,96
"O2","ARARMA",6774.8,5,76,96
"O2","ARARMA",6737.59,6,77,96
"O2","ARARMA",6694.91,7,78,96
"O2","ARARMA",6649.07,8,79,96
"O2","Auto-ANN",6667.37,1,72,96
"O2","Auto-ANN",6401.04,2,73,96
"O2","Auto-ANN",6219.96,3,74,96
"O2","Auto-ANN",6096.85,4,75,96
"O2","Auto-ANN",6013.14,5,76,96
"O2","Auto-ANN",5956.23,6,77,96
"O2","Auto-ANN",5917.54,7,78,96
"O2","Auto-ANN",5891.24,8,79,96
"O2","Flors-Pearc1",7051.17,1,72,96
"O2","Flors-Pearc1",7051.17,2,73,96
"O2","Flors-Pearc1",7051.17,3,74,96
"O2","Flors-Pearc1",7051.17,4,75,96
"O2","Flors-Pearc1",7051.17,5,76,96
"O2","Flors-Pearc1",7051.17,6,77,96
"O2","Flors-Pearc1",7051.17,7,78,96
"O2","Flors-Pearc1",7051.17,8,79,96
"O2","Flors-Pearc2",6684.72,1,72,96
"O2","Flors-Pearc2",6684.72,2,73,96
"O2","Flors-Pearc2",6684.72,3,74,96
"O2","Flors-Pearc2",6684.72,4,75,96
"O2","Flors-Pearc2",6684.72,5,76,96
"O2","Flors-Pearc2",6684.72,6,77,96
"O2","Flors-Pearc2",6684.72,7,78,96
"O2","Flors-Pearc2",6684.72,8,79,96
"O2","PP-Autocast",7056.23,1,72,96
"O2","PP-Autocast",7056.23,2,73,96
"O2","PP-Autocast",7056.23,3,74,96
"O2","PP-Autocast",7056.23,4,75,96
"O2","PP-Autocast",7056.23,5,76,96
"O2","PP-Autocast",7056.23,6,77,96
"O2","PP-Autocast",7056.23,7,78,96
"O2","PP-Autocast",7056.23,8,79,96
"O2","ForecastPro",7056.9,1,72,96
"O2","ForecastPro",7056.9,2,73,96
"O2","ForecastPro",7056.9,3,74,96
"O2","ForecastPro",7056.9,4,75,96
"O2","ForecastPro",7056.9,5,76,96
"O2","ForecastPro",7056.9,6,77,96
"O2","ForecastPro",7056.9,7,78,96
"O2","ForecastPro",7056.9,8,79,96
"O2","SMARTFCS",6704.76,1,72,96
"O2","SMARTFCS",6723.69,2,73,96
"O2","SMARTFCS",6742.62,3,74,96
"O2","SMARTFCS",6761.55,4,75,96
"O2","SMARTFCS",6780.48,5,76,96
"O2","SMARTFCS",6799.41,6,77,96
"O2","SMARTFCS",6818.34,7,78,96
"O2","SMARTFCS",6837.27,8,79,96
"O2","THETAsm",6784.27,1,72,96
"O2","THETAsm",6785.04,2,73,96
"O2","THETAsm",6785.16,3,74,96
"O2","THETAsm",6785.18,4,75,96
"O2","THETAsm",6785.18,5,76,96
"O2","THETAsm",6785.19,6,77,96
"O2","THETAsm",6785.19,7,78,96
"O2","THETAsm",6785.19,8,79,96
"O2","THETA",7068.59,1,72,96
"O2","THETA",7078.76,2,73,96
"O2","THETA",7088.89,3,74,96
"O2","THETA",7098.97,4,75,96
"O2","THETA",7109.01,5,76,96
"O2","THETA",7119,6,77,96
"O2","THETA",7128.95,7,78,96
"O2","THETA",7138.86,8,79,96
"O2","RBF",7043.53,1,72,96
"O2","RBF",7056.67,2,73,96
"O2","RBF",7069.85,3,74,96
"O2","RBF",7082.62,4,75,96
"O2","RBF",7094.58,5,76,96
"O2","RBF",7105.4,6,77,96
"O2","RBF",7114.78,7,78,96
"O2","RBF",7122.45,8,79,96
"O2","ForcX",7070.62,1,72,96
"O2","ForcX",7070.62,2,73,96
"O2","ForcX",7070.62,3,74,96
"O2","ForcX",7070.62,4,75,96
"O2","ForcX",7070.62,5,76,96
"O2","ForcX",7070.62,6,77,96
"O2","ForcX",7070.62,7,78,96
"O2","ForcX",7070.62,8,79,96
"O3","NAIVE2",8104,1,72,96
"O3","NAIVE2",8104,2,73,96
"O3","NAIVE2",8104,3,74,96
"O3","NAIVE2",8104,4,75,96
"O3","NAIVE2",8104,5,76,96
"O3","NAIVE2",8104,6,77,96
"O3","NAIVE2",8104,7,78,96
"O3","NAIVE2",8104,8,79,96
"O3","SINGLE",7330.65,1,72,96
"O3","SINGLE",7330.65,2,73,96
"O3","SINGLE",7330.65,3,74,96
"O3","SINGLE",7330.65,4,75,96
"O3","SINGLE",7330.65,5,76,96
"O3","SINGLE",7330.65,6,77,96
"O3","SINGLE",7330.65,7,78,96
"O3","SINGLE",7330.65,8,79,96
"O3","HOLT",7750.47,1,69,96
"O3","HOLT",7781.5,2,70,96
"O3","HOLT",7812.53,3,71,96
"O3","HOLT",7843.56,4,72,96
"O3","HOLT",7874.59,5,73,96
"O3","HOLT",7905.62,6,74,96
"O3","HOLT",7936.65,7,75,96
"O3","HOLT",7967.68,8,76,96
"O3","DAMPEN",7290.35,1,69,96
"O3","DAMPEN",7290.35,2,70,96
"O3","DAMPEN",7290.35,3,71,96
"O3","DAMPEN",7290.35,4,72,96
"O3","DAMPEN",7290.35,5,73,96
"O3","DAMPEN",7290.35,6,74,96
"O3","DAMPEN",7290.35,7,75,96
"O3","DAMPEN",7290.35,8,76,96
"O3","WINTER",7750.47,1,69,96
"O3","WINTER",7781.5,2,70,96
"O3","WINTER",7812.53,3,71,96
"O3","WINTER",7843.56,4,72,96
"O3","WINTER",7874.59,5,73,96
"O3","WINTER",7905.62,6,74,96
"O3","WINTER",7936.65,7,75,96
"O3","WINTER",7967.68,8,76,96
"O3","COMB S-H-D",7457.16,1,69,96
"O3","COMB S-H-D",7467.5,2,70,96
"O3","COMB S-H-D",7477.84,3,71,96
"O3","COMB S-H-D",7488.19,4,72,96
"O3","COMB S-H-D",7498.53,5,73,96
"O3","COMB S-H-D",7508.87,6,74,96
"O3","COMB S-H-D",7519.22,7,75,96
"O3","COMB S-H-D",7529.56,8,76,96
"O3","B-J auto",7185.81,1,69,96
"O3","B-J auto",6969.83,2,70,96
"O3","B-J auto",6969.83,3,71,96
"O3","B-J auto",6969.83,4,72,96
"O3","B-J auto",6969.83,5,73,96
"O3","B-J auto",6969.83,6,74,96
"O3","B-J auto",6969.83,7,75,96
"O3","B-J auto",6969.83,8,76,96
"O3","AutoBox1",7511.44,1,69,96
"O3","AutoBox1",7370.76,2,70,96
"O3","AutoBox1",7393.72,3,71,96
"O3","AutoBox1",7475.94,4,72,96
"O3","AutoBox1",7579.63,5,73,96
"O3","AutoBox1",7691.08,6,74,96
"O3","AutoBox1",7805.35,7,75,96
"O3","AutoBox1",7920.64,8,76,96
"O3","AutoBox2",6469.57,1,69,96
"O3","AutoBox2",7575.01,2,70,96
"O3","AutoBox2",6456.54,3,71,96
"O3","AutoBox2",7240.69,4,72,96
"O3","AutoBox2",6627.66,5,73,96
"O3","AutoBox2",6388.74,6,74,96
"O3","AutoBox2",4671.71,7,75,96
"O3","AutoBox2",6187.67,8,76,96
"O3","AutoBox3",7031.16,1,69,96
"O3","AutoBox3",8627.1,2,70,96
"O3","AutoBox3",7936.23,3,71,96
"O3","AutoBox3",9091.08,4,72,96
"O3","AutoBox3",8799.38,5,73,96
"O3","AutoBox3",8838.18,6,74,96
"O3","AutoBox3",7361.31,7,75,96
"O3","AutoBox3",9083.7,8,76,96
"O3","ROBUST-Trend",8162.68,1,64,96
"O3","ROBUST-Trend",8221.36,2,65,96
"O3","ROBUST-Trend",8280.04,3,66,96
"O3","ROBUST-Trend",8338.72,4,67,96
"O3","ROBUST-Trend",8397.4,5,68,96
"O3","ROBUST-Trend",8456.08,6,69,96
"O3","ROBUST-Trend",8514.76,7,70,96
"O3","ROBUST-Trend",8573.44,8,71,96
"O3","ARARMA",6653.31,1,64,96
"O3","ARARMA",5747.04,2,65,96
"O3","ARARMA",5180.88,3,66,96
"O3","ARARMA",4827.19,4,67,96
"O3","ARARMA",4606.23,5,68,96
"O3","ARARMA",4468.19,6,69,96
"O3","ARARMA",4381.96,7,70,96
"O3","ARARMA",4328.08,8,71,96
"O3","Auto-ANN",7112.14,1,64,96
"O3","Auto-ANN",6454.47,2,65,96
"O3","Auto-ANN",6329.12,3,66,96
"O3","Auto-ANN",6234.2,4,67,96
"O3","Auto-ANN",5992.22,5,68,96
"O3","Auto-ANN",5731.32,6,69,96
"O3","Auto-ANN",5561.1,7,70,96
"O3","Auto-ANN",5447.55,8,71,96
"O3","Flors-Pearc1",7284.7,1,64,96
"O3","Flors-Pearc1",7295.19,2,65,96
"O3","Flors-Pearc1",7297.86,3,66,96
"O3","Flors-Pearc1",7298.54,4,67,96
"O3","Flors-Pearc1",7298.72,5,68,96
"O3","Flors-Pearc1",7298.76,6,69,96
"O3","Flors-Pearc1",7298.77,7,70,96
"O3","Flors-Pearc1",7298.78,8,71,96
"O3","Flors-Pearc2",6174.37,1,64,96
"O3","Flors-Pearc2",6174.37,2,65,96
"O3","Flors-Pearc2",6174.37,3,66,96
"O3","Flors-Pearc2",6174.37,4,67,96
"O3","Flors-Pearc2",6174.37,5,68,96
"O3","Flors-Pearc2",6174.37,6,69,96
"O3","Flors-Pearc2",6174.37,7,70,96
"O3","Flors-Pearc2",6174.37,8,71,96
"O3","PP-Autocast",7346.23,1,64,96
"O3","PP-Autocast",7346.31,2,65,96
"O3","PP-Autocast",7346.31,3,66,96
"O3","PP-Autocast",7346.31,4,67,96
"O3","PP-Autocast",7346.31,5,68,96
"O3","PP-Autocast",7346.31,6,69,96
"O3","PP-Autocast",7346.31,7,70,96
"O3","PP-Autocast",7346.31,8,71,96
"O3","ForecastPro",7281.56,1,64,96
"O3","ForecastPro",7281.56,2,65,96
"O3","ForecastPro",7281.56,3,66,96
"O3","ForecastPro",7281.56,4,67,96
"O3","ForecastPro",7281.56,5,68,96
"O3","ForecastPro",7281.56,6,69,96
"O3","ForecastPro",7281.56,7,70,96
"O3","ForecastPro",7281.56,8,71,96
"O3","SMARTFCS",7365.91,1,64,96
"O3","SMARTFCS",7365.91,2,65,96
"O3","SMARTFCS",7365.91,3,66,96
"O3","SMARTFCS",7365.91,4,67,96
"O3","SMARTFCS",7365.91,5,68,96
"O3","SMARTFCS",7365.91,6,69,96
"O3","SMARTFCS",7365.91,7,70,96
"O3","SMARTFCS",7365.91,8,71,96
"O3","THETAsm",5089.94,1,64,96
"O3","THETAsm",5110.1,2,65,96
"O3","THETAsm",5127.23,3,66,96
"O3","THETAsm",5141.79,4,67,96
"O3","THETAsm",5154.17,5,68,96
"O3","THETAsm",5164.69,6,69,96
"O3","THETAsm",5173.64,7,70,96
"O3","THETAsm",5181.24,8,71,96
"O3","THETA",7300.25,1,64,96
"O3","THETA",7315.79,2,65,96
"O3","THETA",7329.8,3,66,96
"O3","THETA",7343.67,4,67,96
"O3","THETA",7357.49,5,68,96
"O3","THETA",7371.24,6,69,96
"O3","THETA",7384.93,7,70,96
"O3","THETA",7398.56,8,71,96
"O3","RBF",7838.33,1,64,96
"O3","RBF",7875.63,2,65,96
"O3","RBF",7910.79,3,66,96
"O3","RBF",7942.28,4,67,96
"O3","RBF",7968.78,5,68,96
"O3","RBF",7989.16,6,69,96
"O3","RBF",8002.44,7,70,96
"O3","RBF",8007.79,8,71,96
"O3","ForcX",7304.91,1,64,96
"O3","ForcX",7315.75,2,65,96
"O3","ForcX",7326.6,3,66,96
"O3","ForcX",7337.45,4,67,96
"O3","ForcX",7348.3,5,68,96
"O3","ForcX",7359.15,6,69,96
"O3","ForcX",7369.99,7,70,96
"O3","ForcX",7380.84,8,71,96
"O4","NAIVE2",8960,1,64,96
"O4","NAIVE2",8960,2,65,96
"O4","NAIVE2",8960,3,66,96
"O4","NAIVE2",8960,4,67,96
"O4","NAIVE2",8960,5,68,96
"O4","NAIVE2",8960,6,69,96
"O4","NAIVE2",8960,7,70,96
"O4","NAIVE2",8960,8,71,96
"O4","SINGLE",9892.26,1,64,96
"O4","SINGLE",9892.26,2,65,96
"O4","SINGLE",9892.26,3,66,96
"O4","SINGLE",9892.26,4,67,96
"O4","SINGLE",9892.26,5,68,96
"O4","SINGLE",9892.26,6,69,96
"O4","SINGLE",9892.26,7,70,96
"O4","SINGLE",9892.26,8,71,96
"O4","HOLT",10279.33,1,64,96
"O4","HOLT",10245.55,2,65,96
"O4","HOLT",10211.76,3,66,96
"O4","HOLT",10177.98,4,67,96
"O4","HOLT",10144.2,5,68,96
"O4","HOLT",10110.42,6,69,96
"O4","HOLT",10076.63,7,70,96
"O4","HOLT",10042.85,8,71,96
"O4","DAMPEN",9943.26,1,64,96
"O4","DAMPEN",9936.83,2,65,96
"O4","DAMPEN",9936.29,3,66,96
"O4","DAMPEN",9936.25,4,67,96
"O4","DAMPEN",9936.24,5,68,96
"O4","DAMPEN",9936.24,6,69,96
"O4","DAMPEN",9936.24,7,70,96
"O4","DAMPEN",9936.24,8,71,96
"O4","WINTER",10279.33,1,64,96
"O4","WINTER",10245.55,2,65,96
"O4","WINTER",10211.76,3,66,96
"O4","WINTER",10177.98,4,67,96
"O4","WINTER",10144.2,5,68,96
"O4","WINTER",10110.42,6,69,96
"O4","WINTER",10076.63,7,70,96
"O4","WINTER",10042.85,8,71,96
"O4","COMB S-H-D",10038.28,1,64,96
"O4","COMB S-H-D",10024.88,2,65,96
"O4","COMB S-H-D",10013.44,3,66,96
"O4","COMB S-H-D",10002.16,4,67,96
"O4","COMB S-H-D",9990.9,5,68,96
"O4","COMB S-H-D",9979.64,6,69,96
"O4","COMB S-H-D",9968.38,7,70,96
"O4","COMB S-H-D",9957.12,8,71,96
"O4","B-J auto",9908.21,1,64,96
"O4","B-J auto",9908.21,2,65,96
"O4","B-J auto",9908.21,3,66,96
"O4","B-J auto",9908.21,4,67,96
"O4","B-J auto",9908.21,5,68,96
"O4","B-J auto",9908.21,6,69,96
"O4","B-J auto",9908.21,7,70,96
"O4","B-J auto",9908.21,8,71,96
"O4","AutoBox1",9698.9,1,64,96
"O4","AutoBox1",9742.64,2,65,96
"O4","AutoBox1",10354.99,3,66,96
"O4","AutoBox1",9766.13,4,67,96
"O4","AutoBox1",9410.54,5,68,96
"O4","AutoBox1",8673.45,6,69,96
"O4","AutoBox1",8628.09,7,70,96
"O4","AutoBox1",8581.12,8,71,96
"O4","AutoBox2",8960,1,64,96
"O4","AutoBox2",8960,2,65,96
"O4","AutoBox2",8960,3,66,96
"O4","AutoBox2",8960,4,67,96
"O4","AutoBox2",8960,5,68,96
"O4","AutoBox2",8960,6,69,96
"O4","AutoBox2",8960,7,70,96
"O4","AutoBox2",8960,8,71,96
"O4","AutoBox3",8960,1,64,96
"O4","AutoBox3",8960,2,65,96
"O4","AutoBox3",8960,3,66,96
"O4","AutoBox3",8960,4,67,96
"O4","AutoBox3",8960,5,68,96
"O4","AutoBox3",8960,6,69,96
"O4","AutoBox3",8960,7,70,96
"O4","AutoBox3",8960,8,71,96
"O4","ROBUST-Trend",8953.25,1,64,96
"O4","ROBUST-Trend",8946.51,2,65,96
"O4","ROBUST-Trend",8939.76,3,66,96
"O4","ROBUST-Trend",8933.02,4,67,96
"O4","ROBUST-Trend",8926.27,5,68,96
"O4","ROBUST-Trend",8919.53,6,69,96
"O4","ROBUST-Trend",8912.78,7,70,96
"O4","ROBUST-Trend",8906.04,8,71,96
"O4","ARARMA",9438.85,1,64,96
"O4","ARARMA",9840.5,2,65,96
"O4","ARARMA",9378.82,3,66,96
"O4","ARARMA",9236.46,4,67,96
"O4","ARARMA",9220.45,5,68,96
"O4","ARARMA",9077.16,6,69,96
"O4","ARARMA",8945.7,7,70,96
"O4","ARARMA",8846.91,8,71,96
"O4","Auto-ANN",9424.85,1,64,96
"O4","Auto-ANN",10032.03,2,65,96
"O4","Auto-ANN",9596.04,3,66,96
"O4","Auto-ANN",9454.17,4,67,96
"O4","Auto-ANN",9540.88,5,68,96
"O4","Auto-ANN",9468.97,6,69,96
"O4","Auto-ANN",9381.89,7,70,96
"O4","Auto-ANN",9351.76,8,71,96
"O4","Flors-Pearc1",10333.25,1,64,96
"O4","Flors-Pearc1",10278.41,2,65,96
"O4","Flors-Pearc1",10233.16,3,66,96
"O4","Flors-Pearc1",10195.83,4,67,96
"O4","Flors-Pearc1",10165.04,5,68,96
"O4","Flors-Pearc1",10139.63,6,69,96
