"series_id","method_id","forecast","horizon","timestamp","origin_timestamp"
"Y1","ROBUST-Trend",5204.32,1,1989,1988
"Y1","ROBUST-Trend",5471.66,2,1990,1988
"Y1","ROBUST-Trend",5738.99,3,1991,1988
"Y1","ROBUST-Trend",6006.32,4,1992,1988
"Y1","ROBUST-Trend",6273.66,5,1993,1988
"Y1","ROBUST-Trend",6540.99,6,1994,1988
"Y1","ARARMA",5553.26,1,1989,1988
"Y1","ARARMA",6246.45,2,1990,1988
"Y1","ARARMA",7026.18,3,1991,1988
"Y1","ARARMA",7903.23,4,1992,1988
"Y1","ARARMA",8889.77,5,1993,1988
"Y1","ARARMA",9999.45,6,1994,1988
"Y1","Auto-ANN",5453.28,1,1989,1988
"Y1","Auto-ANN",6003.49,2,1990,1988
"Y1","Auto-ANN",6587.93,3,1991,1988
"Y1","Auto-ANN",7206.76,4,1992,1988
"Y1","Auto-ANN",7860.01,5,1993,1988
"Y1","Auto-ANN",8547.55,6,1994,1988
"Y1","Flors-Pearc1",5473.47,1,1989,1988
"Y1","Flors-Pearc1",6009.76,2,1990,1988
"Y1","Flors-Pearc1",6543.37,3,1991,1988
"Y1","Flors-Pearc1",7074.31,4,1992,1988
"Y1","Flors-Pearc1",7602.59,5,1993,1988
"Y1","Flors-Pearc1",8128.24,6,1994,1988
"Y1","Flors-Pearc2",4852.81,1,1989,1988
"Y1","Flors-Pearc2",5107.47,2,1990,1988
"Y1","Flors-Pearc2",5367.29,3,1991,1988
"Y1","Flors-Pearc2",5632.25,4,1992,1988
"Y1","Flors-Pearc2",5902.37,5,1993,1988
"Y1","Flors-Pearc2",6177.64,6,1994,1988
"Y1","PP-Autocast",5475.8,1,1989,1988
"Y1","PP-Autocast",6014.62,2,1990,1988
"Y1","PP-Autocast",6553.43,3,1991,1988
"Y1","PP-Autocast",7092.24,4,1992,1988
"Y1","PP-Autocast",7631.05,5,1993,1988
"Y1","PP-Autocast",8169.86,6,1994,1988
"Y1","ForecastPro",5486.1,1,1989,1988
"Y1","ForecastPro",6035.21,2,1990,1988
"Y1","ForecastPro",6584.32,3,1991,1988
"Y1","ForecastPro",7133.43,4,1992,1988
"Y1","ForecastPro",7682.54,5,1993,1988
"Y1","ForecastPro",8231.65,6,1994,1988
"Y1","SMARTFCS",5259,1,1989,1988
"Y1","SMARTFCS",5675,2,1990,1988
"Y1","SMARTFCS",6091,3,1991,1988
"Y1","SMARTFCS",6507,4,1992,1988
"Y1","SMARTFCS",6923,5,1993,1988
"Y1","SMARTFCS",7340,6,1994,1988
"Y1","THETAsm",5163.08,1,1989,1988
"Y1","THETAsm",5390.88,2,1990,1988
"Y1","THETAsm",5155.17,3,1991,1988
"Y1","THETAsm",5147.46,4,1992,1988
"Y1","THETAsm",5152.92,5,1993,1988
"Y1","THETAsm",5205.49,6,1994,1988
"Y1","THETA",5414.6,1,1989,1988
"Y1","THETA",5934.47,2,1990,1988
"Y1","THETA",6331.96,3,1991,1988
"Y1","THETA",6822.35,4,1992,1988
"Y1","THETA",7140.76,5,1993,1988
"Y1","THETA",7602.15,6,1994,1988
"Y1","RBF",5550.22,1,1989,1988
"Y1","RBF",6152.23,2,1990,1988
"Y1","RBF",6648.95,3,1991,1988
"Y1","RBF",6965.22,4,1992,1988
"Y1","RBF",7038.06,5,1993,1988
"Y1","RBF",6807.54,6,1994,1988
"Y1","ForcX",5282.58,1,1989,1988
"Y1","ForcX",5282.58,2,1990,1988
"Y1","ForcX",5282.58,3,1991,1988
"Y1","ForcX",5282.58,4,1992,1988
"Y1","ForcX",5282.58,5,1993,1988
"Y1","ForcX",5282.58,6,1994,1988
"Y2","NAIVE2",4230,1,1989,1988
"Y2","NAIVE2",4230,2,1990,1988
"Y2","NAIVE2",4230,3,1991,1988
"Y2","NAIVE2",4230,4,1992,1988
"Y2","NAIVE2",4230,5,1993,1988
"Y2","NAIVE2",4230,6,1994,1988
"Y2","SINGLE",4230,1,1989,1988
"Y2","SINGLE",4230,2,1990,1988
"Y2","SINGLE",4230,3,1991,1988
"Y2","SINGLE",4230,4,1992,1988
"Y2","SINGLE",4230,5,1993,1988
"Y2","SINGLE",4230,6,1994,1988
"Y2","HOLT",4142.6,1,1989,1988
"Y2","HOLT",4055.47,2,1990,1988
"Y2","HOLT",3968.34,3,1991,1988
"Y2","HOLT",3881.21,4,1992,1988
"Y2","HOLT",3794.09,5,1993,1988
"Y2","HOLT",3706.96,6,1994,1988
"Y2","DAMPEN",4275.16,1,1989,1988
"Y2","DAMPEN",4290.45,2,1990,1988
"Y2","DAMPEN",4295.56,3,1991,1988
"Y2","DAMPEN",4297.27,4,1992,1988
"Y2","DAMPEN",4297.84,5,1993,1988
"Y2","DAMPEN",4298.03,6,1994,1988
"Y2","WINTER",4142.6,1,1989,1988
"Y2","WINTER",4055.47,2,1990,1988
"Y2","WINTER",3968.34,3,1991,1988
"Y2","WINTER",3881.21,4,1992,1988
"Y2","WINTER",3794.09,5,1993,1988
"Y2","WINTER",3706.96,6,1994,1988
"Y2","COMB S-H-D",4215.92,1,1989,1988
"Y2","COMB S-H-D",4191.97,2,1990,1988
"Y2","COMB S-H-D",4164.63,3,1991,1988
"Y2","COMB S-H-D",4136.16,4,1992,1988
"Y2","COMB S-H-D",4107.31,5,1993,1988
"Y2","COMB S-H-D",4078.33,6,1994,1988
"Y2","B-J auto",4226.92,1,1989,1988
"Y2","B-J auto",4224.08,2,1990,1988
"Y2","B-J auto",4221.46,3,1991,1988
"Y2","B-J auto",4219.04,4,1992,1988
"Y2","B-J auto",4216.82,5,1993,1988
"Y2","B-J auto",4214.77,6,1994,1988
"Y2","AutoBox1",4235.54,1,1989,1988
"Y2","AutoBox1",4239.8,2,1990,1988
"Y2","AutoBox1",4243.09,3,1991,1988
"Y2","AutoBox1",4245.62,4,1992,1988
"Y2","AutoBox1",4247.58,5,1993,1988
"Y2","AutoBox1",4249.08,6,1994,1988
"Y2","AutoBox2",4391.67,1,1989,1988
"Y2","AutoBox2",4513.11,2,1990,1988
"Y2","AutoBox2",4604.32,3,1991,1988
"Y2","AutoBox2",4672.83,4,1992,1988
"Y2","AutoBox2",4724.29,5,1993,1988
"Y2","AutoBox2",4762.95,6,1994,1988
"Y2","AutoBox3",4230,1,1989,1988
"Y2","AutoBox3",4230,2,1990,1988
"Y2","AutoBox3",4230,3,1991,1988
"Y2","AutoBox3",4230,4,1992,1988
"Y2","AutoBox3",4230,5,1993,1988
"Y2","AutoBox3",4230,6,1994,1988
"Y2","ROBUST-Trend",4511.86,1,1989,1988
"Y2","ROBUST-Trend",4793.72,2,1990,1988
"Y2","ROBUST-Trend",5075.58,3,1991,1988
"Y2","ROBUST-Trend",5357.44,4,1992,1988
"Y2","ROBUST-Trend",5639.29,5,1993,1988
"Y2","ROBUST-Trend",5921.15,6,1994,1988
"Y2","ARARMA",4287.75,1,1989,1988
"Y2","ARARMA",4346.3,2,1990,1988
"Y2","ARARMA",4405.64,3,1991,1988
"Y2","ARARMA",4465.79,4,1992,1988
"Y2","ARARMA",4526.76,5,1993,1988
"Y2","ARARMA",4588.57,6,1994,1988
"Y2","Auto-ANN",4391.67,1,1989,1988
"Y2","Auto-ANN",4513.11,2,1990,1988
"Y2","Auto-ANN",4604.32,3,1991,1988
"Y2","Auto-ANN",4672.83,4,1992,1988
"Y2","Auto-ANN",4724.29,5,1993,1988
"Y2","Auto-ANN",4762.95,6,1994,1988
"Y2","Flors-Pearc1",4287.5,1,1989,1988
"Y2","Flors-Pearc1",4287.5,2,1990,1988
"Y2","Flors-Pearc1",4287.5,3,1991,1988
"Y2","Flors-Pearc1",4287.5,4,1992,1988
"Y2","Flors-Pearc1",4287.5,5,1993,1988
"Y2","Flors-Pearc1",4287.5,6,1994,1988
"Y2","Flors-Pearc2",4287.5,1,1989,1988
"Y2","Flors-Pearc2",4300,2,1990,1988
"Y2","Flors-Pearc2",4350,3,1991,1988
"Y2","Flors-Pearc2",4400,4,1992,1988
"Y2","Flors-Pearc2",4450,5,1993,1988
"Y2","Flors-Pearc2",4500,6,1994,1988
"Y2","PP-Autocast",4275.3,1,1989,1988
"Y2","PP-Autocast",4291.22,2,1990,1988
"Y2","PP-Autocast",4296.71,3,1991,1988
"Y2","PP-Autocast",4298.6,4,1992,1988
"Y2","PP-Autocast",4299.26,5,1993,1988
"Y2","PP-Autocast",4299.48,6,1994,1988
"Y2","ForecastPro",4227.07,1,1989,1988
"Y2","ForecastPro",4224.36,2,1990,1988
"Y2","ForecastPro",4221.85,3,1991,1988
"Y2","ForecastPro",4219.52,4,1992,1988
"Y2","ForecastPro",4217.38,5,1993,1988
"Y2","ForecastPro",4215.38,6,1994,1988
"Y2","SMARTFCS",4729.55,1,1989,1988
"Y2","SMARTFCS",4831.82,2,1990,1988
"Y2","SMARTFCS",5085.45,3,1991,1988
"Y2","SMARTFCS",5303.64,4,1992,1988
"Y2","SMARTFCS",5434.55,5,1993,1988
"Y2","SMARTFCS",5630.91,6,1994,1988
"Y2","THETAsm",4069.88,1,1989,1988
"Y2","THETAsm",4012.02,2,1990,1988
"Y2","THETAsm",3789.97,3,1991,1988
"Y2","THETAsm",3697.38,4,1992,1988
"Y2","THETAsm",3581.05,5,1993,1988
"Y2","THETAsm",3416.95,6,1994,1988
"Y2","THETA",4464.65,1,1989,1988
"Y2","THETA",4566.21,2,1990,1988
"Y2","THETA",4783.2,3,1991,1988
"Y2","THETA",4875.52,4,1992,1988
"Y2","THETA",5080.19,5,1993,1988
"Y2","THETA",5169.65,6,1994,1988
"Y2","RBF",4252.63,1,1989,1988
"Y2","RBF",4227.97,2,1990,1988
"Y2","RBF",4204.99,3,1991,1988
"Y2","RBF",4185.64,4,1992,1988
"Y2","RBF",4170.54,5,1993,1988
"Y2","RBF",4159.82,6,1994,1988
"Y2","ForcX",4312.68,1,1989,1988
"Y2","ForcX",4395.37,2,1990,1988
"Y2","ForcX",4478.05,3,1991,1988
"Y2","ForcX",4560.73,4,1992,1988
"Y2","ForcX",4643.41,5,1993,1988
"Y2","ForcX",4726.1,6,1994,1988
"Y3","NAIVE2",3525.2,1,1989,1988
"Y3","NAIVE2",3525.2,2,1990,1988
"Y3","NAIVE2",3525.2,3,1991,1988
"Y3","NAIVE2",3525.2,4,1992,1988
"Y3","NAIVE2",3525.2,5,1993,1988
"Y3","NAIVE2",3525.2,6,1994,1988
"Y3","SINGLE",3525.2,1,1989,1988
"Y3","SINGLE",3525.2,2,1990,1988
"Y3","SINGLE",3525.2,3,1991,1988
"Y3","SINGLE",3525.2,4,1992,1988
"Y3","SINGLE",3525.2,5,1993,1988
"Y3","SINGLE",3525.2,6,1994,1988
"Y3","HOLT",3535.47,1,1989,1988
"Y3","HOLT",3546.07,2,1990,1988
"Y3","HOLT",3556.67,3,1991,1988
"Y3","HOLT",3567.28,4,1992,1988
"Y3","HOLT",3577.88,5,1993,1988
"Y3","HOLT",3588.49,6,1994,1988
"Y3","DAMPEN",3622.41,1,1989,1988
"Y3","DAMPEN",3657.56,2,1990,1988
"Y3","DAMPEN",3670.27,3,1991,1988
"Y3","DAMPEN",3674.86,4,1992,1988
"Y3","DAMPEN",3676.52,5,1993,1988
"Y3","DAMPEN",3677.12,6,1994,1988
"Y3","WINTER",3535.47,1,1989,1988
"Y3","WINTER",3546.07,2,1990,1988
"Y3","WINTER",3556.67,3,1991,1988
"Y3","WINTER",3567.28,4,1992,1988
"Y3","WINTER",3577.88,5,1993,1988
"Y3","WINTER",3588.49,6,1994,1988
"Y3","COMB S-H-D",3561.03,1,1989,1988
"Y3","COMB S-H-D",3576.28,2,1990,1988
"Y3","COMB S-H-D",3584.05,3,1991,1988
"Y3","COMB S-H-D",3589.11,4,1992,1988
"Y3","COMB S-H-D",3593.2,5,1993,1988
"Y3","COMB S-H-D",3596.94,6,1994,1988
"Y3","B-J auto",3684.64,1,1989,1988
"Y3","B-J auto",3761.65,2,1990,1988
"Y3","B-J auto",3782.49,3,1991,1988
"Y3","B-J auto",3769.42,4,1992,1988
"Y3","B-J auto",3739.43,5,1993,1988
"Y3","B-J auto",3704.22,6,1994,1988
"Y3","AutoBox1",2499.91,1,1989,1988
"Y3","AutoBox1",2069.64,2,1990,1988
"Y3","AutoBox1",1639.37,3,1991,1988
"Y3","AutoBox1",1209.1,4,1992,1988
"Y3","AutoBox1",778.83,5,1993,1988
"Y3","AutoBox1",348.56,6,1994,1988
"Y3","AutoBox2",3814.63,1,1989,1988
"Y3","AutoBox2",4026.98,2,1990,1988
"Y3","AutoBox2",4138.5,3,1991,1988
"Y3","AutoBox2",4168.09,4,1992,1988
"Y3","AutoBox2",4149.46,5,1993,1988
"Y3","AutoBox2",4113.26,6,1994,1988
"Y3","AutoBox3",2895.53,1,1989,1988
"Y3","AutoBox3",2536.92,2,1990,1988
"Y3","AutoBox3",2178.3,3,1991,1988
"Y3","AutoBox3",1819.69,4,1992,1988
"Y3","AutoBox3",1461.07,5,1993,1988
"Y3","AutoBox3",1102.46,6,1994,1988
"Y3","ROBUST-Trend",3747.34,1,1989,1988
"Y3","ROBUST-Trend",3969.49,2,1990,1988
"Y3","ROBUST-Trend",4191.63,3,1991,1988
"Y3","ROBUST-Trend",4413.77,4,1992,1988
"Y3","ROBUST-Trend",4635.92,5,1993,1988
"Y3","ROBUST-Trend",4858.06,6,1994,1988
"Y3","ARARMA",3558.91,1,1989,1988
"Y3","ARARMA",3592.94,2,1990,1988
"Y3","ARARMA",3627.3,3,1991,1988
"Y3","ARARMA",3661.98,4,1992,1988
"Y3","ARARMA",3697,5,1993,1988
"Y3","ARARMA",3732.35,6,1994,1988
"Y3","Auto-ANN",3230.66,1,1989,1988
"Y3","Auto-ANN",3232.3,2,1990,1988
"Y3","Auto-ANN",3231.2,3,1991,1988
"Y3","Auto-ANN",3230.75,4,1992,1988
"Y3","Auto-ANN",3231.25,5,1993,1988
"Y3","Auto-ANN",3231.24,6,1994,1988
"Y3","Flors-Pearc1",3455,1,1989,1988
"Y3","Flors-Pearc1",3455,2,1990,1988
"Y3","Flors-Pearc1",3455,3,1991,1988
"Y3","Flors-Pearc1",3455,4,1992,1988
"Y3","Flors-Pearc1",3455,5,1993,1988
"Y3","Flors-Pearc1",3455,6,1994,1988
"Y3","Flors-Pearc2",3523.65,1,1989,1988
"Y3","Flors-Pearc2",3523.65,2,1990,1988
"Y3","Flors-Pearc2",3523.65,3,1991,1988
"Y3","Flors-Pearc2",3523.65,4,1992,1988
"Y3","Flors-Pearc2",3523.65,5,1993,1988
"Y3","Flors-Pearc2",3523.65,6,1994,1988
"Y3","PP-Autocast",3621.97,1,1989,1988
"Y3","PP-Autocast",3656.8,2,1990,1988
"Y3","PP-Autocast",3669.35,3,1991,1988
"Y3","PP-Autocast",3673.86,4,1992,1988
"Y3","PP-Autocast",3675.49,5,1993,1988
"Y3","PP-Autocast",3676.07,6,1994,1988
"Y3","ForecastPro",3530.26,1,1989,1988
"Y3","ForecastPro",3535,2,1990,1988
"Y3","ForecastPro",3539.43,3,1991,1988
"Y3","ForecastPro",3543.58,4,1992,1988
"Y3","ForecastPro",3547.47,5,1993,1988
"Y3","ForecastPro",3551.11,6,1994,1988
"Y3","SMARTFCS",3922.73,1,1989,1988
"Y3","SMARTFCS",4536.36,2,1990,1988
"Y3","SMARTFCS",4734.09,3,1991,1988
"Y3","SMARTFCS",4959.09,4,1992,1988
"Y3","SMARTFCS",5122.73,5,1993,1988
"Y3","SMARTFCS",5286.36,6,1994,1988
"Y3","THETAsm",3407.52,1,1989,1988
"Y3","THETAsm",3389.06,2,1990,1988
"Y3","THETAsm",3071.3,3,1991,1988
"Y3","THETAsm",2960.72,4,1992,1988
"Y3","THETAsm",2828.12,5,1993,1988
"Y3","THETAsm",2655.85,6,1994,1988
"Y3","THETA",3805.87,1,1989,1988
"Y3","THETA",3930.44,2,1990,1988
"Y3","THETA",4131.67,3,1991,1988
"Y3","THETA",4220.13,4,1992,1988
"Y3","THETA",4401.68,5,1993,1988
"Y3","THETA",4481.01,6,1994,1988
"Y3","RBF",3647.42,1,1989,1988
"Y3","RBF",3688.29,2,1990,1988
"Y3","RBF",3708.31,3,1991,1988
"Y3","RBF",3706.09,4,1992,1988
"Y3","RBF",3680.94,5,1993,1988
"Y3","RBF",3632.26,6,1994,1988
"Y3","ForcX",3593.42,1,1989,1988
"Y3","ForcX",3661.64,2,1990,1988
"Y3","ForcX",3729.86,3,1991,1988
"Y3","ForcX",3798.08,4,1992,1988
"Y3","ForcX",3866.3,5,1993,1988
"Y3","ForcX",3934.52,6,1994,1988
"Y4","NAIVE2",4632.3,1,1989,1988
"Y4","NAIVE2",4632.3,2,1990,1988
"Y4","NAIVE2",4632.3,3,1991,1988
"Y4","NAIVE2",4632.3,4,1992,1988
"Y4","NAIVE2",4632.3,5,1993,1988
"Y4","NAIVE2",4632.3,6,1994,1988
"Y4","SINGLE",4632.3,1,1989,1988
"Y4","SINGLE",4632.3,2,1990,1988
"Y4","SINGLE",4632.3,3,1991,1988
"Y4","SINGLE",4632.3,4,1992,1988
"Y4","SINGLE",4632.3,5,1993,1988
"Y4","SINGLE",4632.3,6,1994,1988
"Y4","HOLT",4971.59,1,1989,1988
"Y4","HOLT",5311.33,2,1990,1988
"Y4","HOLT",5651.06,3,1991,1988
"Y4","HOLT",5990.79,4,1992,1988
"Y4","HOLT",6330.52,5,1993,1988
"Y4","HOLT",6670.25,6,1994,1988
"Y4","DAMPEN",4795.99,1,1989,1988
"Y4","DAMPEN",4830.29,2,1990,1988
"Y4","DAMPEN",4837.46,3,1991,1988
"Y4","DAMPEN",4838.95,4,1992,1988
"Y4","DAMPEN",4839.27,5,1993,1988
"Y4","DAMPEN",4839.33,6,1994,1988
"Y4","WINTER",4971.59,1,1989,1988
"Y4","WINTER",5311.33,2,1990,1988
"Y4","WINTER",5651.06,3,1991,1988
"Y4","WINTER",5990.79,4,1992,1988
"Y4","WINTER",6330.52,5,1993,1988
"Y4","WINTER",6670.25,6,1994,1988
"Y4","COMB S-H-D",4799.96,1,1989,1988
"Y4","COMB S-H-D",4924.64,2,1990,1988
"Y4","COMB S-H-D",5040.27,3,1991,1988
"Y4","COMB S-H-D",5154.01,4,1992,1988
"Y4","COMB S-H-D",5267.36,5,1993,1988
"Y4","COMB S-H-D",5380.63,6,1994,1988
"Y4","B-J auto",4632.3,1,1989,1988
"Y4","B-J auto",4632.3,2,1990,1988
"Y4","B-J auto",4632.3,3,1991,1988
"Y4","B-J auto",4632.3,4,1992,1988
"Y4","B-J auto",4632.3,5,1993,1988
"Y4","B-J auto",4632.3,6,1994,1988
"Y4","AutoBox1",5350.11,1,1989,1988
"Y4","AutoBox1",6084.74,2,1990,1988
"Y4","AutoBox1",6819.37,3,1991,1988
"Y4","AutoBox1",7554,4,1992,1988
"Y4","AutoBox1",8288.63,5,1993,1988
"Y4","AutoBox1",9023.25,6,1994,1988
"Y4","AutoBox2",5046.55,1,1989,1988
"Y4","AutoBox2",5460.8,2,1990,1988
"Y4","AutoBox2",5875.06,3,1991,1988
"Y4","AutoBox2",6289.31,4,1992,1988
"Y4","AutoBox2",6703.56,5,1993,1988
"Y4","AutoBox2",7117.81,6,1994,1988
"Y4","AutoBox3",5037.68,1,1989,1988
"Y4","AutoBox3",5443.06,2,1990,1988
"Y4","AutoBox3",5848.44,3,1991,1988
"Y4","AutoBox3",6253.82,4,1992,1988
"Y4","AutoBox3",6659.2,5,1993,1988
"Y4","AutoBox3",7064.58,6,1994,1988
"Y4","ROBUST-Trend",5080.42,1,1989,1988
"Y4","ROBUST-Trend",5528.54,2,1990,1988
"Y4","ROBUST-Trend",5976.67,3,1991,1988
"Y4","ROBUST-Trend",6424.79,4,1992,1988
"Y4","ROBUST-Trend",6872.91,5,1993,1988
"Y4","ROBUST-Trend",7321.04,6,1994,1988
"Y4","ARARMA",4878.4,1,1989,1988
"Y4","ARARMA",5137.57,2,1990,1988
"Y4","ARARMA",5410.51,3,1991,1988
"Y4","ARARMA",5697.95,4,1992,1988
"Y4","ARARMA",6000.66,5,1993,1988
"Y4","ARARMA",6319.45,6,1994,1988
"Y4","Auto-ANN",4132.45,1,1989,1988
"Y4","Auto-ANN",4079.99,2,1990,1988
"Y4","Auto-ANN",4072.9,3,1991,1988
"Y4","Auto-ANN",4071.91,4,1992,1988
"Y4","Auto-ANN",4071.77,5,1993,1988
"Y4","Auto-ANN",4071.75,6,1994,1988
"Y4","Flors-Pearc1",4831.37,1,1989,1988
"Y4","Flors-Pearc1",4901.25,2,1990,1988
"Y4","Flors-Pearc1",4925.36,3,1991,1988
"Y4","Flors-Pearc1",4933.68,4,1992,1988
"Y4","Flors-Pearc1",4936.55,5,1993,1988
"Y4","Flors-Pearc1",4937.54,6,1994,1988
"Y4","Flors-Pearc2",3790.5,1,1989,1988
"Y4","Flors-Pearc2",3600,2,1990,1988
"Y4","Flors-Pearc2",3790.5,3,1991,1988
"Y4","Flors-Pearc2",3800,4,1992,1988
"Y4","Flors-Pearc2",3790.5,5,1993,1988
"Y4","Flors-Pearc2",3790.5,6,1994,1988
"Y4","PP-Autocast",4797.17,1,1989,1988
"Y4","PP-Autocast",4831.79,2,1990,1988
"Y4","PP-Autocast",4839.06,3,1991,1988
"Y4","PP-Autocast",4840.59,4,1992,1988
"Y4","PP-Autocast",4840.91,5,1993,1988
"Y4","PP-Autocast",4840.98,6,1994,1988
"Y4","ForecastPro",4632.3,1,1989,1988
"Y4","ForecastPro",4632.3,2,1990,1988
"Y4","ForecastPro",4632.3,3,1991,1988
"Y4","ForecastPro",4632.3,4,1992,1988
"Y4","ForecastPro",4632.3,5,1993,1988
"Y4","ForecastPro",4632.3,6,1994,1988
"Y4","SMARTFCS",5108,1,1989,1988
"Y4","SMARTFCS",5367,2,1990,1988
"Y4","SMARTFCS",5626,3,1991,1988
"Y4","SMARTFCS",5886,4,1992,1988
"Y4","SMARTFCS",6145,5,1993,1988
"Y4","SMARTFCS",6405,6,1994,1988
"Y4","THETAsm",4894.41,1,1989,1988
"Y4","THETAsm",5176.25,2,1990,1988
"Y4","THETAsm",4521.19,3,1991,1988
"Y4","THETAsm",4392.25,4,1992,1988
"Y4","THETAsm",4267.06,5,1993,1988
"Y4","THETAsm",4184.94,6,1994,1988
"Y4","THETA",4871.21,1,1989,1988
"Y4","THETA",5017.3,2,1990,1988
"Y4","THETA",5196.01,3,1991,1988
"Y4","THETA",5328.76,4,1992,1988
"Y4","THETA",5465.67,5,1993,1988
"Y4","THETA",5593.47,6,1994,1988
"Y4","RBF",5070.03,1,1989,1988
"Y4","RBF",5569.07,2,1990,1988
"Y4","RBF",5924.34,3,1991,1988
"Y4","RBF",6086.74,4,1992,1988
"Y4","RBF",6013.09,5,1993,1988
"Y4","RBF",5655.45,6,1994,1988
"Y4","ForcX",4849.29,1,1989,1988
"Y4","ForcX",5066.27,2,1990,1988
"Y4","ForcX",5283.26,3,1991,1988
"Y4","ForcX",5500.25,4,1992,1988
"Y4","ForcX",5717.24,5,1993,1988
"Y4","ForcX",5934.22,6,1994,1988
"Y5","NAIVE2",5488.8,1,1989,1988
"Y5","NAIVE2",5488.8,2,1990,1988
"Y5","NAIVE2",5488.8,3,1991,1988
"Y5","NAIVE2",5488.8,4,1992,1988
"Y5","NAIVE2",5488.8,5,1993,1988
"Y5","NAIVE2",5488.8,6,1994,1988
"Y5","SINGLE",5488.8,1,1989,1988
"Y5","SINGLE",5488.8,2,1990,1988
"Y5","SINGLE",5488.8,3,1991,1988
"Y5","SINGLE",5488.8,4,1992,1988
"Y5","SINGLE",5488.8,5,1993,1988
"Y5","SINGLE",5488.8,6,1994,1988
"Y5","HOLT",5346.03,1,1989,1988
"Y5","HOLT",5272.95,2,1990,1988
"Y5","HOLT",5199.87,3,1991,1988
"Y5","HOLT",5126.79,4,1992,1988
"Y5","HOLT",5053.7,5,1993,1988
"Y5","HOLT",4980.62,6,1994,1988
"Y5","DAMPEN",5425.01,1,1989,1988
"Y5","DAMPEN",5427.97,2,1990,1988
"Y5","DAMPEN",5428.39,3,1991,1988
"Y5","DAMPEN",5428.44,4,1992,1988
"Y5","DAMPEN",5428.45,5,1993,1988
"Y5","DAMPEN",5428.45,6,1994,1988
"Y5","WINTER",5346.03,1,1989,1988
"Y5","WINTER",5272.95,2,1990,1988
"Y5","WINTER",5199.87,3,1991,1988
"Y5","WINTER",5126.79,4,1992,1988
"Y5","WINTER",5053.7,5,1993,1988
"Y5","WINTER",4980.62,6,1994,1988
"Y5","COMB S-H-D",5419.95,1,1989,1988
"Y5","COMB S-H-D",5396.57,2,1990,1988
"Y5","COMB S-H-D",5372.35,3,1991,1988
"Y5","COMB S-H-D",5348.01,4,1992,1988
"Y5","COMB S-H-D",5323.65,5,1993,1988
"Y5","COMB S-H-D",5299.29,6,1994,1988
