"series_id","category","value","timestamp"
"O1","MICRO",4261.42,76
"O1","MICRO",4235.59,77
"O1","MICRO",4258.32,78
"O1","MICRO",4321.97,79
"O1","MICRO",4245.44,80
"O1","MICRO",4274.12,81
"O1","MICRO",4149.42,82
"O1","MICRO",4155.7,83
"O1","MICRO",4117.26,84
"O1","MICRO",4204.07,85
"O1","MICRO",4041.04,86
"O1","MICRO",4157.26,87
"O1","MICRO",4141.84,88
"O1","MICRO",4183.9,89
"O1","MICRO",4215.39,90
"O1","MICRO",4138.89,91
"O1","MICRO",4031.36,92
"O1","MICRO",4339.38,93
"O1","MICRO",4509.34,94
"O1","MICRO",4547.25,95
"O1","MICRO",4542.51,96
"O1","MICRO",4381.08,97
"O1","MICRO",4405.63,98
"O1","MICRO",4377.02,99
"O1","MICRO",4371.18,100
"O1","MICRO",4255.07,101
"O1","MICRO",4285.44,102
"O1","MICRO",4260.68,103
"O1","MICRO",4249.63,104
"O2","MICRO",5000,1
"O2","MICRO",4792.64,2
"O2","MICRO",5302.5,3
"O2","MICRO",5172.77,4
"O2","MICRO",5176.38,5
"O2","MICRO",5276.81,6
"O2","MICRO",5258.25,7
"O2","MICRO",5371.61,8
"O2","MICRO",2145.7,9
"O2","MICRO",3014.7,10
"O2","MICRO",5332.42,11
"O2","MICRO",5136.98,12
"O2","MICRO",4942.18,13
"O2","MICRO",4908.24,14
"O2","MICRO",4853.96,15
"O2","MICRO",4817.09,16
"O2","MICRO",4744.05,17
"O2","MICRO",4699.57,18
"O2","MICRO",4804.79,19
"O2","MICRO",4600.73,20
"O2","MICRO",4797.68,21
"O2","MICRO",5110.08,22
"O2","MICRO",5078.75,23
"O2","MICRO",5018.96,24
"O2","MICRO",4011.86,25
"O2","MICRO",4090.48,26
"O2","MICRO",4913.46,27
"O2","MICRO",4240.02,28
"O2","MICRO",6509.79,29
"O2","MICRO",7859.62,30
"O2","MICRO",6363.76,31
"O2","MICRO",7003.48,32
"O2","MICRO",6958.76,33
"O2","MICRO",6733.07,34
"O2","MICRO",6469.06,35
"O2","MICRO",6330.34,36
"O2","MICRO",6039.73,37
"O2","MICRO",6086.94,38
"O2","MICRO",6109.5,39
"O2","MICRO",6257.65,40
"O2","MICRO",6082.85,41
"O2","MICRO",5741.47,42
"O2","MICRO",5662.94,43
"O2","MICRO",5767.05,44
"O2","MICRO",4777.08,45
"O2","MICRO",5908.48,46
"O2","MICRO",5807.5,47
"O2","MICRO",5975.05,48
"O2","MICRO",6344.21,49
"O2","MICRO",5874.56,50
"O2","MICRO",5909.35,51
"O2","MICRO",5773.7,52
"O2","MICRO",5636.26,53
"O2","MICRO",5596.33,54
"O2","MICRO",5469.31,55
"O2","MICRO",5511.6,56
"O2","MICRO",5692.81,57
"O2","MICRO",6051.92,58
"O2","MICRO",6041.71,59
"O2","MICRO",6172.7,60
"O2","MICRO",3720.53,61
"O2","MICRO",2334.49,62
"O2","MICRO",5925.71,63
"O2","MICRO",6911.53,64
"O2","MICRO",7087.86,65
"O2","MICRO",7285.18,66
"O2","MICRO",7432.69,67
"O2","MICRO",7402.42,68
"O2","MICRO",7213.8,69
"O2","MICRO",7045.13,70
"O2","MICRO",6491.6,71
"O2","MICRO",6688.19,72
"O2","MICRO",6951.72,73
"O2","MICRO",6711.19,74
"O2","MICRO",6119.13,75
"O2","MICRO",5190.13,76
"O2","MICRO",4863.08,77
"O2","MICRO",6420.07,78
"O2","MICRO",6359.25,79
"O2","MICRO",5206.96,80
"O2","MICRO",6865.25,81
"O2","MICRO",6385.85,82
"O2","MICRO",6332.37,83
"O2","MICRO",5316.1,84
"O2","MICRO",6737.33,85
"O2","MICRO",6193.65,86
"O2","MICRO",6574.34,87
"O2","MICRO",6873.75,88
"O2","MICRO",6680.3,89
"O2","MICRO",6426.92,90
"O2","MICRO",6315.48,91
"O2","MICRO",5967.75,92
"O2","MICRO",6702.58,93
"O2","MICRO",6865.46,94
"O2","MICRO",7198.34,95
"O2","MICRO",7059.1,96
"O2","MICRO",5875.23,97
"O2","MICRO",6765.19,98
"O2","MICRO",6546.78,99
"O2","MICRO",6681.54,100
"O2","MICRO",6130.36,101
"O2","MICRO",6383.16,102
"O2","MICRO",6225.59,103
"O2","MICRO",6222.02,104
"O3","MICRO",1256,1
"O3","MICRO",3075,2
"O3","MICRO",3109.7,3
"O3","MICRO",3317.5,4
"O3","MICRO",29,5
"O3","MICRO",945,6
"O3","MICRO",3417.5,7
"O3","MICRO",500,8
"O3","MICRO",960.06,9
"O3","MICRO",442,10
"O3","MICRO",2405.5,11
"O3","MICRO",1182.5,12
"O3","MICRO",2295,13
"O3","MICRO",3353.5,14
"O3","MICRO",1880.5,15
"O3","MICRO",4120.5,16
"O3","MICRO",1046,17
"O3","MICRO",3844,18
"O3","MICRO",1643.5,19
"O3","MICRO",1311.5,20
"O3","MICRO",4313.5,21
"O3","MICRO",1470,22
"O3","MICRO",4789.5,23
"O3","MICRO",7152.5,24
"O3","MICRO",4035.5,25
"O3","MICRO",5468.63,26
"O3","MICRO",5347.5,27
"O3","MICRO",5366.5,28
"O3","MICRO",9754,29
"O3","MICRO",13015.5,30
"O3","MICRO",9498.5,31
"O3","MICRO",5200,32
"O3","MICRO",9563.5,33
"O3","MICRO",9901,34
"O3","MICRO",6254,35
"O3","MICRO",2296.5,36
"O3","MICRO",3562.5,37
"O3","MICRO",4775.5,38
"O3","MICRO",9663.08,39
"O3","MICRO",10044,40
"O3","MICRO",5764.5,41
"O3","MICRO",5121,42
"O3","MICRO",1620.5,43
"O3","MICRO",4336.5,44
"O3","MICRO",6665.5,45
"O3","MICRO",3031.5,46
"O3","MICRO",4550.25,47
"O3","MICRO",1936.75,48
"O3","MICRO",2578.5,49
"O3","MICRO",2483,50
"O3","MICRO",5793.5,51
"O3","MICRO",1923,52
"O3","MICRO",4936.5,53
"O3","MICRO",2952,54
"O3","MICRO",2476.25,55
"O3","MICRO",1353,56
"O3","MICRO",2545,57
"O3","MICRO",1670,58
"O3","MICRO",1394,59
"O3","MICRO",28,60
"O3","MICRO",2247,61
"O3","MICRO",4235,62
"O3","MICRO",922.5,63
"O3","MICRO",1893.5,64
"O3","MICRO",1216,65
"O3","MICRO",889,66
"O3","MICRO",1981,67
"O3","MICRO",910,68
"O3","MICRO",1339.5,69
"O3","MICRO",3258.5,70
"O3","MICRO",464.5,71
"O3","MICRO",7398,72
"O3","MICRO",6108.5,73
"O3","MICRO",6422.5,74
"O3","MICRO",1499,75
"O3","MICRO",3406,76
"O3","MICRO",3774,77
"O3","MICRO",3790.5,78
"O3","MICRO",7705,79
"O3","MICRO",9527,80
"O3","MICRO",5733,81
"O3","MICRO",5974.5,82
"O3","MICRO",5018.5,83
"O3","MICRO",7740,84
"O3","MICRO",5258,85
"O3","MICRO",4083,86
"O3","MICRO",7907,87
"O3","MICRO",12564.5,88
"O3","MICRO",8163,89
"O3","MICRO",3647,90
"O3","MICRO",3351,91
"O3","MICRO",2920,92
"O3","MICRO",7485,93
"O3","MICRO",6953,94
"O3","MICRO",8233.25,95
"O3","MICRO",8104,96
"O3","MICRO",5417,97
"O3","MICRO",3876.5,98
"O3","MICRO",5123,99
"O3","MICRO",3364.5,100
"O3","MICRO",1267.5,101
"O3","MICRO",4154.5,102
"O3","MICRO",5611,103
"O3","MICRO",4646.5,104
"O4","MICRO",7310,1
"O4","MICRO",5417.5,2
"O4","MICRO",4907,3
"O4","MICRO",4767.5,4
"O4","MICRO",5300,5
"O4","MICRO",3672.5,6
"O4","MICRO",1942.5,7
"O4","MICRO",5882.5,8
"O4","MICRO",4710.94,9
"O4","MICRO",5195,10
"O4","MICRO",4590,11
"O4","MICRO",3850,12
"O4","MICRO",2482.5,13
"O4","MICRO",3495,14
"O4","MICRO",5352.5,15
"O4","MICRO",5645,16
"O4","MICRO",3572.5,17
"O4","MICRO",6167.5,18
"O4","MICRO",5980,19
"O4","MICRO",5580,20
"O4","MICRO",6815,21
"O4","MICRO",4837.5,22
"O4","MICRO",5352.5,23
"O4","MICRO",7822.5,24
"O4","MICRO",5487.5,25
"O4","MICRO",7384.38,26
"O4","MICRO",6677.5,27
"O4","MICRO",8362.5,28
"O4","MICRO",10115,29
"O4","MICRO",11865,30
"O4","MICRO",11107.5,31
"O4","MICRO",10282.5,32
"O4","MICRO",11070,33
"O4","MICRO",10027.5,34
"O4","MICRO",11085,35
"O4","MICRO",10202.5,36
"O4","MICRO",9365,37
"O4","MICRO",11022.5,38
"O4","MICRO",11285.83,39
"O4","MICRO",12300,40
"O4","MICRO",11585,41
"O4","MICRO",8817.5,42
"O4","MICRO",10022.5,43
"O4","MICRO",9877.5,44
"O4","MICRO",8360,45
"O4","MICRO",8427.5,46
"O4","MICRO",9372.5,47
"O4","MICRO",8463.75,48
"O4","MICRO",7915,49
"O4","MICRO",6777.5,50
"O4","MICRO",6707.5,51
"O4","MICRO",6635,52
"O4","MICRO",6370,53
"O4","MICRO",5890,54
"O4","MICRO",5547.5,55
"O4","MICRO",5260,56
"O4","MICRO",5240,57
"O4","MICRO",4882.5,58
"O4","MICRO",4775,59
"O4","MICRO",4860,60
"O4","MICRO",4932.5,61
"O4","MICRO",5127.5,62
"O4","MICRO",5022.5,63
"O4","MICRO",5202.5,64
"O4","MICRO",5290,65
"O4","MICRO",5232.5,66
"O4","MICRO",5210,67
"O4","MICRO",3735,68
"O4","MICRO",4735,69
"O4","MICRO",3285,70
"O4","MICRO",3280,71
"O4","MICRO",7225,72
"O4","MICRO",7660,73
"O4","MICRO",5257.5,74
"O4","MICRO",5540,75
"O4","MICRO",6366.25,76
"O4","MICRO",7340,77
"O4","MICRO",7987.5,78
"O4","MICRO",9555,79
"O4","MICRO",7422.5,80
"O4","MICRO",8757.5,81
"O4","MICRO",9017.5,82
"O4","MICRO",9010,83
"O4","MICRO",10062.5,84
"O4","MICRO",11322.5,85
"O4","MICRO",8770,86
"O4","MICRO",10277.5,87
"O4","MICRO",12135,88
"O4","MICRO",9717.5,89
"O4","MICRO",10180,90
"O4","MICRO",10095,91
"O4","MICRO",10035,92
"O4","MICRO",10475,93
"O4","MICRO",10712.5,94
"O4","MICRO",11781.25,95
"O4","MICRO",8960,96
"O4","MICRO",9340,97
"O4","MICRO",9472.5,98
"O4","MICRO",8052.5,99
"O4","MICRO",8320,100
"O4","MICRO",6662.5,101
"O4","MICRO",7757.5,102
"O4","MICRO",6345,103
"O4","MICRO",5425,104
"O5","FINANCE",5303.23,1
"O5","FINANCE",5398.27,2
"O5","FINANCE",5377.98,3
"O5","FINANCE",5346.32,4
"O5","FINANCE",5298.88,5
"O5","FINANCE",5313.94,6
"O5","FINANCE",5274.03,7
"O5","FINANCE",5245.54,8
"O5","FINANCE",5261.73,9
"O5","FINANCE",5135.24,10
"O5","FINANCE",5104.96,11
"O5","FINANCE",5162.13,12
"O5","FINANCE",5113.61,13
"O5","FINANCE",5118.38,14
"O5","FINANCE",5144.15,15
"O5","FINANCE",5020.32,16
"O5","FINANCE",5037.74,17
"O5","FINANCE",5021.75,18
"O5","FINANCE",4952.28,19
"O5","FINANCE",4935.58,20
"O5","FINANCE",4895.67,21
"O5","FINANCE",4829.73,22
"O5","FINANCE",4916.11,23
"O5","FINANCE",4929.27,24
"O5","FINANCE",4954.12,25
"O5","FINANCE",4987.73,26
"O5","FINANCE",4962.37,27
"O5","FINANCE",5016.37,28
"O5","FINANCE",5021.03,29
"O5","FINANCE",5033.02,30
"O5","FINANCE",4977.13,31
"O5","FINANCE",4996.85,32
"O5","FINANCE",4995.21,33
"O5","FINANCE",5018.01,34
"O5","FINANCE",4998.29,35
"O5","FINANCE",4998.29,36
"O5","FINANCE",4932.76,37
"O5","FINANCE",4939.83,38
"O5","FINANCE",4914.93,39
"O5","FINANCE",4910.01,40
"O5","FINANCE",4979.94,41
"O5","FINANCE",5018.93,42
"O5","FINANCE",5052.03,43
"O5","FINANCE",5062.38,44
"O5","FINANCE",5106.03,45
"O5","FINANCE",5081.39,46
"O5","FINANCE",5131.39,47
"O5","FINANCE",5102.75,48
"O5","FINANCE",5138.87,49
"O5","FINANCE",5120.33,50
"O5","FINANCE",5129.75,51
"O5","FINANCE",5124.12,52
"O5","FINANCE",5141.49,53
"O5","FINANCE",5137.03,54
"O5","FINANCE",5196.66,55
"O5","FINANCE",5238.22,56
"O5","FINANCE",5217.06,57
"O5","FINANCE",5193.33,58
"O5","FINANCE",5134.67,59
"O5","FINANCE",5162.59,60
"O5","FINANCE",5171.3,61
"O5","FINANCE",5230.22,62
"O5","FINANCE",5232.32,63
"O5","FINANCE",5204.4,64
"O5","FINANCE",5185.39,65
"O5","FINANCE",5169.66,66
"O5","FINANCE",5226.94,67
"O5","FINANCE",5196.15,68
"O5","FINANCE",5192.41,69
"O5","FINANCE",5179.96,70
"O5","FINANCE",5182.78,71
"O5","FINANCE",5195.23,72
"O5","FINANCE",5200.15,73
"O5","FINANCE",5235.86,74
"O5","FINANCE",5235.86,75
"O5","FINANCE",5245.23,76
"O5","FINANCE",5246.16,77
"O5","FINANCE",5187.49,78
"O5","FINANCE",5148.04,79
"O5","FINANCE",5112.13,80
"O5","FINANCE",5054.39,81
"O5","FINANCE",5033.48,82
"O5","FINANCE",5049.93,83
"O5","FINANCE",5065.2,84
"O5","FINANCE",5007.2,85
"O5","FINANCE",5019.4,86
"O5","FINANCE",5045.01,87
"O5","FINANCE",5071.5,88
"O5","FINANCE",5085.59,89
"O5","FINANCE",5114.95,90
"O5","FINANCE",5147.12,91
"O5","FINANCE",5179.3,92
"O5","FINANCE",5180.22,93
"O5","FINANCE",5180.42,94
"O5","FINANCE",5284.89,95
"O5","FINANCE",5308.77,96
"O5","FINANCE",5305.43,97
"O5","FINANCE",5297.8,98
"O5","FINANCE",5300.67,99
"O5","FINANCE",5293.75,100
"O5","FINANCE",5321.88,101
"O5","FINANCE",5308.82,102
"O5","FINANCE",5308.56,103
"O5","FINANCE",5294.78,104
"O6","FINANCE",5450.89,1
"O6","FINANCE",5445.71,2
"O6","FINANCE",5430.19,3
"O6","FINANCE",5407.54,4
"O6","FINANCE",5356.57,5
"O6","FINANCE",5388.02,6
"O6","FINANCE",5445.46,7
"O6","FINANCE",5432.03,8
"O6","FINANCE",5414.41,9
"O6","FINANCE",5413.64,10
"O6","FINANCE",5322.34,11
"O6","FINANCE",5340.53,12
"O6","FINANCE",5338.28,13
"O6","FINANCE",5346.73,14
"O6","FINANCE",5281.1,15
"O6","FINANCE",5241.29,16
"O6","FINANCE",5222.38,17
"O6","FINANCE",5255.94,18
"O6","FINANCE",5275.1,19
"O6","FINANCE",5282.58,20
"O6","FINANCE",5301.49,21
"O6","FINANCE",5306.46,22
"O6","FINANCE",5306.46,23
"O6","FINANCE",5250,24
"O6","FINANCE",5288.78,25
"O6","FINANCE",5305.43,26
"O6","FINANCE",5271.36,27
"O6","FINANCE",5331.31,28
"O6","FINANCE",5388.54,29
"O6","FINANCE",5428.55,30
"O6","FINANCE",5449.71,31
"O6","FINANCE",5443.97,32
"O6","FINANCE",5397.71,33
"O6","FINANCE",5411.39,34
"O6","FINANCE",5354.93,35
"O6","FINANCE",5258.97,36
"O6","FINANCE",5280.07,37
"O6","FINANCE",5302.46,38
"O6","FINANCE",5295.03,39
"O6","FINANCE",5263.17,40
"O6","FINANCE",5283.56,41
"O6","FINANCE",5240.06,42
"O6","FINANCE",5242.06,43
"O6","FINANCE",5186.83,44
"O6","FINANCE",5068.68,45
"O6","FINANCE",4875.94,46
"O6","FINANCE",4847.1,47
"O6","FINANCE",4912.26,48
"O6","FINANCE",4941.37,49
"O6","FINANCE",4861.49,50
"O6","FINANCE",4900.79,51
"O6","FINANCE",4888.59,52
"O6","FINANCE",4883.63,53
"O6","FINANCE",4776.44,54
"O6","FINANCE",4712.3,55
"O6","FINANCE",4733.92,56
"O6","FINANCE",4639.9,57
"O6","FINANCE",4569.77,58
"O6","FINANCE",4427.49,59
"O6","FINANCE",4485.69,60
"O6","FINANCE",4630.68,61
"O6","FINANCE",4619.51,62
"O6","FINANCE",4660.55,63
"O6","FINANCE",4600.3,64
"O6","FINANCE",4630.48,65
"O6","FINANCE",4630.48,66
"O6","FINANCE",4622.74,67
"O6","FINANCE",4649.43,68
"O6","FINANCE",4609.01,69
"O6","FINANCE",4664.65,70
"O6","FINANCE",4658.66,71
"O6","FINANCE",4656.91,72
"O6","FINANCE",4674.64,73
"O6","FINANCE",4610.5,74
"O6","FINANCE",4576.58,75
"O6","FINANCE",4580.58,76
"O6","FINANCE",4605.27,77
"O6","FINANCE",4577.55,78
"O6","FINANCE",4522.17,79
"O6","FINANCE",4517.15,80
"O6","FINANCE",4402.59,81
"O6","FINANCE",4442.81,82
"O6","FINANCE",4415.86,83
"O6","FINANCE",4353.92,84
"O6","FINANCE",4396.59,85
"O6","FINANCE",4522.43,86
"O6","FINANCE",4538.62,87
"O6","FINANCE",4505.21,88
"O6","FINANCE",4524.42,89
"O6","FINANCE",4516.17,90
"O6","FINANCE",4532.62,91
"O6","FINANCE",4413.86,92
"O6","FINANCE",4363.65,93
"O6","FINANCE",4298.53,94
"O6","FINANCE",4354.94,95
"O6","FINANCE",4381.38,96
"O6","FINANCE",4332.24,97
"O6","FINANCE",4340.7,98
"O6","FINANCE",4456.54,99
"O6","FINANCE",4546.61,100
"O6","FINANCE",4566.85,101
"O6","FINANCE",4529.14,102
"O6","FINANCE",4530.88,103
"O7","FINANCE",4716.65,1
"O7","FINANCE",4687.35,2
"O7","FINANCE",4647.28,3
"O7","FINANCE",4639.75,4
"O7","FINANCE",4567.15,5
"O7","FINANCE",4563.62,6
"O7","FINANCE",4512.79,7
"O7","FINANCE",4555.88,8
"O7","FINANCE",4555.21,9
"O7","FINANCE",4519.2,10
"O7","FINANCE",4528.57,11
"O7","FINANCE",4562.54,12
"O7","FINANCE",4779.42,13
"O7","FINANCE",4841,14
"O7","FINANCE",4811.95,15
"O7","FINANCE",4771.52,16
"O7","FINANCE",4801.34,17
"O7","FINANCE",4888.8,18
"O7","FINANCE",4907.3,19
"O7","FINANCE",4893.77,20
"O7","FINANCE",4896.23,21
"O7","FINANCE",4997.98,22
"O7","FINANCE",5028.51,23
"O7","FINANCE",5009.56,24
"O7","FINANCE",5080.06,25
"O7","FINANCE",5114.54,26
"O7","FINANCE",5200.05,27
"O7","FINANCE",5174.89,28
"O7","FINANCE",5199.79,29
"O7","FINANCE",5317.32,30
"O7","FINANCE",5266.34,31
"O7","FINANCE",5302.05,32
"O7","FINANCE",5240.47,33
"O7","FINANCE",5330.13,34
"O7","FINANCE",5330.13,35
"O7","FINANCE",5329.67,36
"O7","FINANCE",5288.27,37
"O7","FINANCE",5286.79,38
"O7","FINANCE",5293.19,39
"O7","FINANCE",5298.36,40
"O7","FINANCE",5236.52,41
"O7","FINANCE",5293.65,42
"O7","FINANCE",5284.07,43
"O7","FINANCE",5341.25,44
"O7","FINANCE",5328.64,45
"O7","FINANCE",5427.22,46
"O7","FINANCE",5398.89,47
"O7","FINANCE",5373.01,48
"O7","FINANCE",5339.25,49
"O7","FINANCE",5320.04,50
"O7","FINANCE",5297.6,51
"O7","FINANCE",5330.9,52
"O7","FINANCE",5316.6,53
"O7","FINANCE",5303.28,54
"O7","FINANCE",5283.56,55
"O7","FINANCE",5198.3,56
"O7","FINANCE",5209.88,57
"O7","FINANCE",5189.7,58
"O7","FINANCE",5187.24,59
"O7","FINANCE",5203.73,60
"O7","FINANCE",5297.85,61
"O7","FINANCE",5315.58,62
"O7","FINANCE",5302.57,63
"O7","FINANCE",5302.57,64
"O7","FINANCE",5246.11,65
"O7","FINANCE",5340.22,66
"O7","FINANCE",5321.27,67
"O7","FINANCE",5325.93,68
"O7","FINANCE",5285.04,69
"O7","FINANCE",5322.5,70
"O7","FINANCE",5254.25,71
"O7","FINANCE",5260.91,72
"O7","FINANCE",5310.92,73
"O7","FINANCE",5340.48,74
"O7","FINANCE",5347.4,75
"O7","FINANCE",5437.31,76
"O7","FINANCE",5482.19,77
"O7","FINANCE",5479.94,78
"O7","FINANCE",5423.79,79
"O7","FINANCE",5350.83,80
"O7","FINANCE",5355.54,81
"O7","FINANCE",5397.4,82
"O7","FINANCE",5363.89,83
"O7","FINANCE",5351.34,84
"O7","FINANCE",5286.02,85
"O7","FINANCE",5295.14,86
"O7","FINANCE",5375.22,87
"O7","FINANCE",5388.79,88
"O7","FINANCE",5391.97,89
"O7","FINANCE",5406.01,90
"O7","FINANCE",5375.93,91
"O7","FINANCE",5401.09,92
"O7","FINANCE",5477.73,93
"O7","FINANCE",5390.64,94
"O7","FINANCE",5389.2,95
"O7","FINANCE",5313.73,96
"O7","FINANCE",5268.55,97
"O7","FINANCE",5313.73,98
"O7","FINANCE",5299.75,99
"O7","FINANCE",5284.84,100
"O7","FINANCE",5300.93,101
"O7","FINANCE",5318.14,102
"O7","FINANCE",5313.48,103
"O7","FINANCE",5340.99,104
"O8","FINANCE",5585.38,1
"O8","FINANCE",5590.96,2
"O8","FINANCE",5556.28,3
"O8","FINANCE",5535.53,4
"O8","FINANCE",5498.48,5
"O8","FINANCE",5490.54,6
"O8","FINANCE",5508.48,7
"O8","FINANCE",5453.76,8
"O8","FINANCE",5470.05,9
"O8","FINANCE",5536.19,10
"O8","FINANCE",5512.01,11
"O8","FINANCE",5490.08,12
"O8","FINANCE",5397.6,13
"O8","FINANCE",5383.41,14
"O8","FINANCE",5395.76,15
"O8","FINANCE",5300,16
"O8","FINANCE",5274.13,17
"O8","FINANCE",5282.99,18
"O8","FINANCE",5316.04,19
"O8","FINANCE",5279.25,20
"O8","FINANCE",5374.09,21
"O8","FINANCE",5393.4,22
"O8","FINANCE",5357.28,23
"O8","FINANCE",5357.28,24
"O8","FINANCE",5367.07,25
"O8","FINANCE",5420.66,26
"O8","FINANCE",5394.58,27
"O8","FINANCE",5383.41,28
"O8","FINANCE",5416.46,29
"O8","FINANCE",5436.03,30
"O8","FINANCE",5447.92,31
"O8","FINANCE",5437.21,32
"O8","FINANCE",5422.04,33
"O8","FINANCE",5495.92,34
"O8","FINANCE",5493.36,35
"O8","FINANCE",5484.24,36
"O8","FINANCE",5438.85,37
"O8","FINANCE",5410.41,38
"O8","FINANCE",5449.09,39
"O8","FINANCE",5442.59,40
"O8","FINANCE",5468.41,41
"O8","FINANCE",5506.37,42
"O8","FINANCE",5511.75,43
"O8","FINANCE",5510.11,44
"O8","FINANCE",5499.66,45
"O8","FINANCE",5472.61,46
"O8","FINANCE",5529.84,47
"O8","FINANCE",5529.84,48
"O8","FINANCE",5509.86,49
"O8","FINANCE",5479.32,50
"O8","FINANCE",5483.78,51
"O8","FINANCE",5491.47,52
"O8","FINANCE",5468.61,53
"O8","FINANCE",5463.03,54
"O8","FINANCE",5415.79,55
"O8","FINANCE",5275.67,56
"O8","FINANCE",5291.5,57
"O8","FINANCE",5456.78,58
"O8","FINANCE",5467.49,59
"O8","FINANCE",5536.14,60
"O8","FINANCE",5532.2,61
"O8","FINANCE",5506.37,62
"O8","FINANCE",5557.35,63
"O8","FINANCE",5551.31,64
"O8","FINANCE",5543.83,65
"O8","FINANCE",5543.83,66
"O8","FINANCE",5492.13,67
"O8","FINANCE",5474.25,68
"O8","FINANCE",5462.11,69
"O8","FINANCE",5453.5,70
"O8","FINANCE",5447.71,71
"O8","FINANCE",5405.8,72
"O8","FINANCE",5430.91,73
"O8","FINANCE",5464.93,74
"O8","FINANCE",5437.93,75
"O8","FINANCE",5472.61,76
"O8","FINANCE",5462.36,77
"O8","FINANCE",5466.77,78
"O8","FINANCE",5481.88,79
"O8","FINANCE",5485.16,80
"O8","FINANCE",5470.97,81
"O8","FINANCE",5498.43,82
"O8","FINANCE",5490.03,83
"O8","FINANCE",5494.03,84
"O8","FINANCE",5480.3,85
"O8","FINANCE",5507.3,86
"O8","FINANCE",5512.16,87
"O8","FINANCE",5516.36,88
"O8","FINANCE",5481.12,89
"O8","FINANCE",5440.9,90
"O8","FINANCE",5408.72,91
"O8","FINANCE",5444.69,92
"O8","FINANCE",5414.41,93
"O8","FINANCE",5474.25,94
"O8","FINANCE",5498.38,95
"O8","FINANCE",5573.59,96
"O8","FINANCE",5614.99,97
"O8","FINANCE",5677.5,98
"O8","FINANCE",5669.66,99
"O8","FINANCE",5697.58,100
"O8","FINANCE",5666.84,101
"O8","FINANCE",5643.17,102
"O8","FINANCE",5641.02,103
"O9","FINANCE",5926.85,1
"O9","FINANCE",5904.1,2
"O9","FINANCE",5950.01,3
"O9","FINANCE",5957.59,4
"O9","FINANCE",5980.29,5
"O9","FINANCE",5975.32,6
"O9","FINANCE",5954.52,7
"O9","FINANCE",5913.33,8
"O9","FINANCE",5904.62,9
"O9","FINANCE",6004.88,10
"O9","FINANCE",6069.03,11
"O9","FINANCE",6069.74,12
"O9","FINANCE",6055.3,13
"O9","FINANCE",6032.09,14
"O9","FINANCE",5973.68,15
"O9","FINANCE",6039.67,16
"O9","FINANCE",5974.14,17
"O9","FINANCE",5954.26,18
"O9","FINANCE",5952.62,19
"O9","FINANCE",5986.23,20
"O9","FINANCE",5921.37,21
"O9","FINANCE",5963.48,22
"O9","FINANCE",5920.19,23
"O9","FINANCE",5936.28,24
"O9","FINANCE",5985.05,25
"O9","FINANCE",5983.36,26
"O9","FINANCE",5992.58,27
"O9","FINANCE",5943.4,28
"O9","FINANCE",5975.78,29
